縣市,鄉鎮市區,交易標的,土地移轉總面積平方公尺,都市土地使用分區,交易年月日,交易年份,交易月份,交易筆棟數,總樓層數,建物型態,建築完成年月,建築完成年份,建物移轉總面積平方公尺,總價元,單價元平方公尺,屋齡
臺中市,北屯區,房地(土地+建物)+車位,22.73,商,1061111,106,11,土地1建物1車位1,十二層,住宅大樓(11層含以上有電梯),1060803,106,189.02,16000000,91527,0
臺中市,后里區,房地(土地+建物)+車位,36.76,住,1061111,106,11,土地3建物1車位1,十二層,住宅大樓(11層含以上有電梯),1060426,106,185.66,9800000,58675,0
臺中市,東區,房地(土地+建物)+車位,37.3,住,1061111,106,11,土地1建物1車位1,十四層,住宅大樓(11層含以上有電梯),1060116,106,211.86,10200000,51242,0
臺中市,清水區,房地(土地+建物)+車位,15.92,商,1061111,106,11,土地1建物1車位1,十五層,住宅大樓(11層含以上有電梯),1060905,106,157,5650000,35987,0
臺中市,豐原區,房地(土地+建物),93.05,住,1061111,106,11,土地1建物1車位0,四層,透天厝,1061016,106,213.09,15000000,70393,0
臺中市,北屯區,房地(土地+建物)+車位,21.39,住,1061111,106,11,土地2建物1車位1,十一層,住宅大樓(11層含以上有電梯),1061225,106,159.99,8680000,59327,0
臺中市,北屯區,房地(土地+建物)+車位,31.68,住,1061112,106,11,土地1建物1車位1,十五層,住宅大樓(11層含以上有電梯),1060308,106,189.7,15200000,84584,0
臺中市,南區,房地(土地+建物)+車位,22.9,商,1061112,106,11,土地2建物1車位1,十四層,住宅大樓(11層含以上有電梯),1061122,106,176.17,13000000,77900,0
臺中市,太平區,房地(土地+建物),104.12,住,1061112,106,11,土地1建物1車位0,三層,透天厝,1061204,106,200.22,16000000,79912,0
臺中市,烏日區,房地(土地+建物)+車位,34.69,住,1061112,106,11,土地2建物1車位1,七層,華廈(10層含以下有電梯),1061225,106,131.3,7000000,57778,0
臺中市,南區,房地(土地+建物)+車位,31.31,住,1061113,106,11,土地1建物1車位2,十二層,店面(店鋪),1060525,106,191.05,14660000,107887,0
臺中市,太平區,房地(土地+建物),104.3,住,1061113,106,11,土地4建物1車位0,四層,透天厝,1060922,106,264.05,22500000,85211,0
臺中市,南屯區,房地(土地+建物)+車位,33.98,住,1061113,106,11,土地1建物1車位1,十二層,住宅大樓(11層含以上有電梯),1060607,106,150.61,9500000,63077,0
臺中市,東勢區,房地(土地+建物),129.33,住,1061113,106,11,土地1建物1車位0,四層,透天厝,1060818,106,269.41,14200000,52708,0
臺中市,清水區,房地(土地+建物)+車位,26.7,住,1061113,106,11,土地1建物1車位1,七層,華廈(10層含以下有電梯),1060412,106,87.86,4200000,47803,0
臺中市,北屯區,房地(土地+建物)+車位,39.64,住,1061113,106,11,土地3建物1車位1,十二層,店面(店鋪),1061208,106,186.16,19880000,106790,0
臺中市,烏日區,房地(土地+建物)+車位,35.74,住,1061113,106,11,土地1建物1車位1,十二層,住宅大樓(11層含以上有電梯),1061201,106,156.73,7400000,49409,0
臺中市,西屯區,房地(土地+建物)+車位,10.19,商,1061114,106,11,土地1建物1車位1,二十七層,住宅大樓(11層含以上有電梯),1060524,106,158.55,16380000,116140,0
臺中市,西屯區,房地(土地+建物)+車位,49.44,住,1061114,106,11,土地2建物1車位2,二十一層,住宅大樓(11層含以上有電梯),1060629,106,268.46,22200000,90115,0
臺中市,北屯區,房地(土地+建物),15.58,住,1061114,106,11,土地1建物1車位0,十一層,店面(店鋪),1060612,106,112.78,9980000,88491,0
臺中市,北屯區,房地(土地+建物),122.7,住,1061114,106,11,土地3建物1車位0,四層,透天厝,1060811,106,272.25,19700000,72360,0
臺中市,東區,房地(土地+建物)+車位,28.8,住,1061114,106,11,土地1建物1車位1,十四層,住宅大樓(11層含以上有電梯),1060116,106,172.39,9800000,61834,0
臺中市,太平區,房地(土地+建物)+車位,29.54,住,1061114,106,11,土地1建物1車位1,十五層,住宅大樓(11層含以上有電梯),1060707,106,197.21,9450000,50735,0
臺中市,東區,房地(土地+建物)+車位,38.84,住,1061114,106,11,土地1建物1車位1,十四層,住宅大樓(11層含以上有電梯),1060116,106,221.47,10400000,48950,0
臺中市,大肚區,房地(土地+建物),116.12,住,1061114,106,11,土地2建物1車位0,三層,透天厝,1060323,106,178.52,8650000,48454,0
臺中市,北屯區,房地(土地+建物)+車位,28.88,住,1061115,106,11,土地1建物1車位1,二十四層,住宅大樓(11層含以上有電梯),1060617,106,228.46,20400000,93628,0
臺中市,北屯區,房地(土地+建物)+車位,29.59,住,1061115,106,11,土地3建物1車位2,十二層,住宅大樓(11層含以上有電梯),1060310,106,210.74,13880000,75092,0
臺中市,大里區,房地(土地+建物)+車位,27.45,住,1061115,106,11,土地2建物1車位1,十五層,住宅大樓(11層含以上有電梯),1060210,106,161.08,10580000,65682,0
臺中市,大雅區,房地(土地+建物)+車位,24.58,住,1061115,106,11,土地1建物1車位1,十二層,住宅大樓(11層含以上有電梯),1061108,106,136.69,7500000,64766,0
臺中市,大雅區,房地(土地+建物)+車位,33.05,住,1061115,106,11,土地1建物1車位1,十二層,住宅大樓(11層含以上有電梯),1061108,106,173.98,9680000,63797,0
臺中市,東區,房地(土地+建物)+車位,37.3,住,1061115,106,11,土地1建物1車位1,十四層,住宅大樓(11層含以上有電梯),1060116,106,213.99,10880000,54438,0
臺中市,豐原區,房地(土地+建物)+車位,27.87,住,1061115,106,11,土地4建物1車位2,十五層,住宅大樓(11層含以上有電梯),1061124,106,200.83,9080000,45212,0
臺中市,西屯區,房地(土地+建物)+車位,10.47,商,1061116,106,11,土地1建物1車位1,二十二層,住宅大樓(11層含以上有電梯),1060731,106,113.53,10600000,114645,0
臺中市,西屯區,房地(土地+建物)+車位,9.88,商,1061116,106,11,土地1建物1車位1,二十二層,住宅大樓(11層含以上有電梯),1060731,106,96.54,9770000,110563,0
臺中市,西屯區,房地(土地+建物)+車位,10.47,商,1061116,106,11,土地1建物1車位1,二十二層,住宅大樓(11層含以上有電梯),1060731,106,113.53,10060000,107988,0
臺中市,西屯區,房地(土地+建物)+車位,10.47,商,1061116,106,11,土地1建物1車位1,二十二層,住宅大樓(11層含以上有電梯),1060731,106,113.53,9950000,107249,0
臺中市,西屯區,房地(土地+建物)+車位,11.32,商,1061116,106,11,土地1建物1車位1,二十二層,住宅大樓(11層含以上有電梯),1060731,106,121.1,10620000,106776,0
臺中市,西屯區,房地(土地+建物)+車位,11.53,商,1061116,106,11,土地1建物1車位1,二十二層,住宅大樓(11層含以上有電梯),1060731,106,122.93,10890000,104839,0
臺中市,南屯區,房地(土地+建物)+車位,33.16,住,1061116,106,11,土地1建物1車位1,七層,華廈(10層含以下有電梯),1060424,106,173.47,13400000,88631,0
臺中市,豐原區,房地(土地+建物)+車位,39.4,住,1061116,106,11,土地2建物1車位1,十二層,住宅大樓(11層含以上有電梯),1060414,106,176.4,11580000,73211,0
臺中市,豐原區,房地(土地+建物)+車位,26.46,住,1061116,106,11,土地3建物1車位2,十四層,住宅大樓(11層含以上有電梯),1060612,106,191.81,12150000,63718,0
臺中市,大雅區,房地(土地+建物)+車位,33.05,住,1061116,106,11,土地1建物1車位1,十二層,住宅大樓(11層含以上有電梯),1061108,106,173.91,9600000,62660,0
臺中市,豐原區,房地(土地+建物)+車位,27.4,住,1061116,106,11,土地3建物1車位1,十四層,住宅大樓(11層含以上有電梯),1060612,106,174.5,10360000,59929,0
臺中市,梧棲區,房地(土地+建物)+車位,30.57,住,1061116,106,11,土地1建物1車位1,九層,華廈(10層含以下有電梯),1060622,106,142.59,6850000,49248,0
臺中市,龍井區,房地(土地+建物),82.56,住,1061116,106,11,土地2建物1車位0,三層,透天厝,1060703,106,132.78,5600000,42175,0
臺中市,北屯區,房地(土地+建物)+車位,26.49,住,1061116,106,11,土地1建物1車位1,十五層,住宅大樓(11層含以上有電梯),1061123,106,204.3,10880000,53255,0
臺中市,北屯區,房地(土地+建物)+車位,35.69,住,1061117,106,11,土地1建物1車位2,二十四層,住宅大樓(11層含以上有電梯),1060617,106,301.52,30500000,111794,0
臺中市,豐原區,房地(土地+建物)+車位,38.78,住,1061117,106,11,土地2建物1車位1,十二層,住宅大樓(11層含以上有電梯),1060414,106,174.7,11300000,72443,0
臺中市,豐原區,房地(土地+建物)+車位,52.14,住,1061117,106,11,土地2建物1車位1,十二層,住宅大樓(11層含以上有電梯),1060414,106,221.3,12800000,61973,0
臺中市,梧棲區,房地(土地+建物),76.14,住,1061117,106,11,土地2建物1車位0,三層,透天厝,1060406,106,207.02,12400000,59898,0
臺中市,烏日區,房地(土地+建物)+車位,34.57,住,1061117,106,11,土地2建物1車位1,七層,華廈(10層含以下有電梯),1061225,106,131.3,6800000,56296,0
臺中市,南屯區,房地(土地+建物)+車位,39.06,住,1061118,106,11,土地2建物1車位1,二十層,住宅大樓(11層含以上有電梯),1060822,106,180.67,19290000,113289,0
臺中市,豐原區,房地(土地+建物)+車位,27.4,住,1061118,106,11,土地3建物1車位1,十四層,住宅大樓(11層含以上有電梯),1060612,106,174.5,13150000,78714,0
臺中市,豐原區,房地(土地+建物)+車位,15.05,商,1061118,106,11,土地2建物1車位1,十二層,住宅大樓(11層含以上有電梯),1060816,106,103.41,7400000,71560,0
臺中市,豐原區,房地(土地+建物)+車位,39.4,住,1061118,106,11,土地2建物1車位1,十二層,住宅大樓(11層含以上有電梯),1060414,106,176.4,11000000,69759,0
臺中市,龍井區,房地(土地+建物),173,住,1061118,106,11,土地1建物1車位0,四層,透天厝,1060120,106,296.4,19000000,64103,0
臺中市,東區,房地(土地+建物)+車位,37.3,住,1061118,106,11,土地1建物1車位1,十四層,住宅大樓(11層含以上有電梯),1060116,106,213.99,11050000,55375,0
臺中市,后里區,房地(土地+建物)+車位,36.76,住,1061118,106,11,土地3建物1車位1,十二層,住宅大樓(11層含以上有電梯),1060426,106,185.66,9990000,53808,0
臺中市,清水區,房地(土地+建物),22.13,住,1061118,106,11,土地1建物1車位0,七層,華廈(10層含以下有電梯),1060412,106,64.04,3000000,46846,0
臺中市,烏日區,房地(土地+建物),102.79,住,1061119,106,11,土地1建物1車位0,五層,透天厝,1060727,106,288.37,28280000,98068,0
臺中市,沙鹿區,房地(土地+建物),75.46,住,1061119,106,11,土地1建物1車位0,三層,透天厝,1060531,106,135.43,9900000,73100,0
臺中市,太平區,房地(土地+建物),110.63,住,1061119,106,11,土地4建物1車位0,四層,透天厝,1060922,106,333.11,24000000,72048,0
臺中市,沙鹿區,房地(土地+建物),75.54,住,1061119,106,11,土地1建物1車位0,三層,透天厝,1060531,106,138.55,9500000,68567,0
臺中市,豐原區,房地(土地+建物)+車位,27.87,住,1061119,106,11,土地3建物1車位2,十四層,住宅大樓(11層含以上有電梯),1060612,106,198.2,11900000,60042,0
臺中市,南區,房地(土地+建物)+車位,24.94,住,1061119,106,11,土地3建物1車位2,十四層,住宅大樓(11層含以上有電梯),1060125,106,171.41,9500000,55423,0
臺中市,梧棲區,房地(土地+建物)+車位,24.51,住,1061119,106,11,土地1建物1車位1,九層,華廈(10層含以下有電梯),1060622,106,105.73,5500000,52004,0
臺中市,太平區,房地(土地+建物)+車位,28.13,住,1061119,106,11,土地1建物1車位1,十五層,住宅大樓(11層含以上有電梯),1060707,106,193.08,9250000,50793,0
臺中市,梧棲區,房地(土地+建物),16.1,商,1061119,106,11,土地1建物1車位0,十層,華廈(10層含以下有電梯),1061130,106,146.78,5500000,37471,0
臺中市,西屯區,房地(土地+建物)+車位,9.23,商,1061120,106,11,土地1建物1車位1,二十七層,住宅大樓(11層含以上有電梯),1060524,106,146.49,14600000,109006,0
臺中市,大里區,房地(土地+建物)+車位,26.08,住,1061120,106,11,土地2建物1車位1,十五層,住宅大樓(11層含以上有電梯),1060210,106,154.16,10720000,77784,0
臺中市,豐原區,房地(土地+建物)+車位,20.97,商,1061120,106,11,土地2建物1車位1,十二層,住宅大樓(11層含以上有電梯),1060816,106,143.83,10500000,73003,0
臺中市,北屯區,房地(土地+建物)+車位,36.7,住,1061120,106,11,土地1建物1車位1,十五層,住宅大樓(11層含以上有電梯),1061018,106,217.32,13530000,61853,0
臺中市,豐原區,房地(土地+建物),66.54,農,1061120,106,11,土地4建物1車位0,四層,透天厝,1060904,106,171.02,9300000,54380,0
臺中市,北屯區,房地(土地+建物)+車位,22.73,商,1061120,106,11,土地1建物1車位1,十二層,住宅大樓(11層含以上有電梯),1060803,106,189.02,13850000,80530,0
臺中市,豐原區,房地(土地+建物)+車位,25.89,住,1061120,106,11,土地4建物1車位1,十五層,住宅大樓(11層含以上有電梯),1061124,106,182.99,10350000,56560,0
臺中市,大雅區,房地(土地+建物),87,住,1061121,106,11,土地1建物1車位0,四層,透天厝,1060807,106,202.53,15000000,74063,0
臺中市,大里區,房地(土地+建物)+車位,26.08,住,1061121,106,11,土地2建物1車位1,十五層,住宅大樓(11層含以上有電梯),1060210,106,154.67,9980000,72254,0
臺中市,大里區,房地(土地+建物)+車位,26.08,住,1061121,106,11,土地2建物1車位1,十五層,住宅大樓(11層含以上有電梯),1060210,106,154.67,9980000,72254,0
臺中市,大雅區,房地(土地+建物)+車位,24.58,住,1061121,106,11,土地1建物1車位1,十二層,住宅大樓(11層含以上有電梯),1061108,106,137.81,7500000,65064,0
臺中市,大雅區,房地(土地+建物)+車位,33.32,住,1061121,106,11,土地1建物1車位2,十二層,住宅大樓(11層含以上有電梯),1061108,106,209.99,10680000,63363,0
臺中市,豐原區,房地(土地+建物)+車位,24.46,住,1061121,106,11,土地1建物1車位1,十二層,住宅大樓(11層含以上有電梯),1060920,106,132.1,7420000,62273,0
臺中市,豐原區,房地(土地+建物),113,農,1061121,106,11,土地4建物1車位0,四層,透天厝,1060904,106,167.58,10300000,61463,0
臺中市,北屯區,房地(土地+建物)+車位,14.22,住,1061122,106,11,土地1建物1車位1,十層,店面(店鋪),1061101,106,79.07,7060000,89288,0
臺中市,南區,房地(土地+建物)+車位,34.56,住,1061122,106,11,土地3建物1車位1,十四層,住宅大樓(11層含以上有電梯),1060125,106,208.35,15500000,78786,0
臺中市,太平區,房地(土地+建物)+車位,21.3,商,1061122,106,11,土地1建物1車位2,二十層,住宅大樓(11層含以上有電梯),1060520,106,246.22,15220000,64844,0
臺中市,北屯區,房地(土地+建物)+車位,32.27,住,1061122,106,11,土地2建物1車位2,十三層,住宅大樓(11層含以上有電梯),1060218,106,199.8,13000000,63852,0
臺中市,南屯區,房地(土地+建物)+車位,33.98,住,1061122,106,11,土地1建物1車位1,十二層,住宅大樓(11層含以上有電梯),1060607,106,150.61,9000000,59757,0
臺中市,清水區,房地(土地+建物),107,住,1061122,106,11,土地1建物1車位0,四層,透天厝,1060206,106,224.82,11300000,50262,0
臺中市,南屯區,房地(土地+建物)+車位,48.58,住,1061123,106,11,土地1建物1車位1,十七層,住宅大樓(11層含以上有電梯),1060409,106,191.47,16240000,97611,0
臺中市,西屯區,房地(土地+建物)+車位,9.53,商,1061123,106,11,土地1建物1車位1,二十七層,住宅大樓(11層含以上有電梯),1060524,106,151.72,12900000,91726,0
臺中市,南區,房地(土地+建物),106,住,1061123,106,11,土地1建物1車位0,四層,透天厝,1060424,106,296.22,26000000,87773,0
臺中市,北屯區,房地(土地+建物)+車位,29.28,住,1061123,106,11,土地3建物1車位2,十二層,住宅大樓(11層含以上有電梯),1060310,106,210.74,14850000,81042,0
臺中市,北屯區,房地(土地+建物)+車位,28.97,住,1061123,106,11,土地3建物1車位1,十二層,住宅大樓(11層含以上有電梯),1060310,106,178.48,12730000,76802,0
臺中市,太平區,房地(土地+建物)+車位,15.62,商,1061123,106,11,土地1建物1車位1,二十層,住宅大樓(11層含以上有電梯),1060520,106,180.37,10350000,57518,0
臺中市,東區,房地(土地+建物)+車位,28.8,住,1061123,106,11,土地1建物1車位1,十四層,住宅大樓(11層含以上有電梯),1060116,106,170.26,8600000,50511,0
臺中市,南屯區,房地(土地+建物)+車位,51.66,住,1061123,106,11,土地2建物1車位2,二十層,住宅大樓(11層含以上有電梯),1060822,106,241.81,27000000,123463,0
臺中市,北屯區,房地(土地+建物)+車位,22.63,商,1061123,106,11,土地1建物1車位1,十二層,住宅大樓(11層含以上有電梯),1060803,106,188.28,15550000,90342,0
臺中市,梧棲區,房地(土地+建物)+車位,19.03,商,1061123,106,11,土地1建物1車位1,十層,華廈(10層含以下有電梯),1061130,106,159.73,5520000,34558,0
臺中市,大雅區,房地(土地+建物)+車位,24.58,住,1061124,106,11,土地1建物1車位1,十二層,住宅大樓(11層含以上有電梯),1061108,106,137.81,7160000,60395,0
臺中市,北屯區,房地(土地+建物),133.15,住,1061124,106,11,土地1建物1車位0,四層,透天厝,1061220,106,264.96,28000000,105676,0
臺中市,北屯區,房地(土地+建物)+車位,37.03,住,1061125,106,11,土地1建物1車位1,十五層,住宅大樓(11層含以上有電梯),1061018,106,219.25,17700000,82307,0
臺中市,南屯區,房地(土地+建物)+車位,33.98,住,1061125,106,11,土地1建物1車位1,十二層,住宅大樓(11層含以上有電梯),1060607,106,150.61,9600000,63741,0
臺中市,北屯區,房地(土地+建物)+車位,18.97,住,1061125,106,11,土地1建物1車位1,十一層,住宅大樓(11層含以上有電梯),1060612,106,141.17,8560000,61430,0
臺中市,太平區,房地(土地+建物)+車位,28.13,住,1061125,106,11,土地1建物1車位1,十五層,住宅大樓(11層含以上有電梯),1060707,106,192.64,9290000,51172,0
臺中市,北屯區,房地(土地+建物)+車位,26.49,住,1061125,106,11,土地1建物1車位1,十五層,住宅大樓(11層含以上有電梯),1061123,106,204.3,10700000,52374,0
臺中市,北屯區,房地(土地+建物)+車位,26.49,住,1061126,106,11,土地1建物1車位1,十五層,住宅大樓(11層含以上有電梯),1061123,106,204.3,10750000,52619,0
臺中市,南區,房地(土地+建物)+車位,29.54,商,1061126,106,11,土地2建物1車位2,十四層,住宅大樓(11層含以上有電梯),1061122,106,218.42,14500000,70226,0
臺中市,北屯區,房地(土地+建物)+車位,26.49,住,1061126,106,11,土地1建物1車位1,十五層,住宅大樓(11層含以上有電梯),1061123,106,204.3,10600000,51884,0
臺中市,南屯區,房地(土地+建物)+車位,18.69,商,1061127,106,11,土地1建物1車位1,二十八層,住宅大樓(11層含以上有電梯),1060320,106,282.39,38680000,142907,0
臺中市,大里區,房地(土地+建物),192.96,住,1061127,106,11,土地1建物1車位0,四層,透天厝,1060705,106,392.25,39880000,101670,0
臺中市,北屯區,房地(土地+建物)+車位,31.18,住,1061127,106,11,土地2建物1車位1,十三層,住宅大樓(11層含以上有電梯),1060218,106,172.48,13000000,77686,0
臺中市,太平區,房地(土地+建物)+車位,16.68,商,1061127,106,11,土地1建物1車位1,十五層,住宅大樓(11層含以上有電梯),1060330,106,173.89,10980000,69193,0
臺中市,北屯區,房地(土地+建物)+車位,16.97,商,1061127,106,11,土地1建物1車位1,十五層,住宅大樓(11層含以上有電梯),1060801,106,165.34,10580000,64811,0
臺中市,大雅區,房地(土地+建物)+車位,33.05,住,1061127,106,11,土地1建物1車位1,十二層,住宅大樓(11層含以上有電梯),1061108,106,173.97,9270000,60805,0
臺中市,梧棲區,房地(土地+建物),76,住,1061127,106,11,土地1建物1車位0,四層,透天厝,1060828,106,157.85,8480000,53722,0
臺中市,梧棲區,房地(土地+建物),71,住,1061127,106,11,土地1建物1車位0,四層,透天厝,1060828,106,154.9,8300000,53583,0
臺中市,梧棲區,房地(土地+建物),76,住,1061127,106,11,土地1建物1車位0,四層,透天厝,1060828,106,164.93,8480000,51416,0
臺中市,梧棲區,房地(土地+建物),90,住,1061127,106,11,土地1建物1車位0,四層,透天厝,1060828,106,178.8,8600000,48098,0
臺中市,梧棲區,房地(土地+建物),118.11,住,1061127,106,11,土地3建物1車位0,四層,透天厝,1060828,106,184.8,8880000,48052,0
臺中市,梧棲區,房地(土地+建物),117.11,住,1061127,106,11,土地3建物1車位0,四層,透天厝,1060828,106,184.8,8780000,47511,0
臺中市,梧棲區,房地(土地+建物),115.11,住,1061127,106,11,土地3建物1車位0,四層,透天厝,1060828,106,184.8,8750000,47348,0
臺中市,梧棲區,房地(土地+建物),107.11,住,1061127,106,11,土地3建物1車位0,四層,透天厝,1060828,106,177.53,8400000,47316,0
臺中市,梧棲區,房地(土地+建物),105.11,住,1061127,106,11,土地3建物1車位0,四層,透天厝,1060828,106,177.53,8380000,47203,0
臺中市,梧棲區,房地(土地+建物),105.11,住,1061127,106,11,土地3建物1車位0,四層,透天厝,1060828,106,177.53,8350000,47034,0
臺中市,梧棲區,房地(土地+建物),108.11,住,1061127,106,11,土地3建物1車位0,四層,透天厝,1060828,106,177.53,8350000,47034,0
臺中市,梧棲區,房地(土地+建物),105.11,住,1061127,106,11,土地3建物1車位0,四層,透天厝,1060828,106,177.53,8340000,46978,0
臺中市,梧棲區,房地(土地+建物),116.11,住,1061127,106,11,土地3建物1車位0,四層,透天厝,1060828,106,184.8,8680000,46970,0
臺中市,梧棲區,房地(土地+建物),113.11,住,1061127,106,11,土地3建物1車位0,四層,透天厝,1060828,106,184.8,8680000,46970,0
臺中市,梧棲區,房地(土地+建物),111.11,住,1061127,106,11,土地3建物1車位0,四層,透天厝,1060828,106,183.53,8580000,46750,0
臺中市,梧棲區,房地(土地+建物),109.11,住,1061127,106,11,土地3建物1車位0,四層,透天厝,1060828,106,183.53,8530000,46477,0
臺中市,梧棲區,房地(土地+建物),117.11,住,1061127,106,11,土地3建物1車位0,四層,透天厝,1060828,106,184.8,8520000,46104,0
臺中市,梧棲區,房地(土地+建物),115.11,住,1061127,106,11,土地3建物1車位0,四層,透天厝,1060828,106,183.53,8380000,45660,0
臺中市,梧棲區,房地(土地+建物),110.11,住,1061127,106,11,土地3建物1車位0,四層,透天厝,1060828,106,187.28,8500000,45387,0
臺中市,梧棲區,房地(土地+建物),106.11,住,1061127,106,11,土地3建物1車位0,四層,透天厝,1060828,106,177.53,7980000,44950,0
臺中市,梧棲區,房地(土地+建物),139.11,住,1061127,106,11,土地3建物1車位0,四層,透天厝,1060828,106,231.17,9680000,41874,0
臺中市,梧棲區,房地(土地+建物),100,住,1061127,106,11,土地1建物1車位0,四層,透天厝,1060828,106,226.97,8800000,38772,0
臺中市,東區,房地(土地+建物)+車位,34.96,住,1061128,106,11,土地1建物1車位1,二十二層,店面(店鋪),1061101,106,180,16660000,101816,0
臺中市,東區,房地(土地+建物)+車位,30.77,住,1061128,106,11,土地1建物1車位2,二十二層,住宅大樓(11層含以上有電梯),1061101,106,202.26,14880000,85874,0
臺中市,東區,房地(土地+建物)+車位,37.21,住,1061128,106,11,土地1建物1車位2,二十二層,住宅大樓(11層含以上有電梯),1061101,106,234.09,17390000,85168,0
臺中市,東區,房地(土地+建物)+車位,37.51,住,1061128,106,11,土地1建物1車位1,二十二層,住宅大樓(11層含以上有電梯),1061101,106,210.94,16730000,84827,0
臺中市,東區,房地(土地+建物)+車位,38.69,住,1061128,106,11,土地1建物1車位2,二十二層,住宅大樓(11層含以上有電梯),1061101,106,241.12,18290000,84626,0
臺中市,東區,房地(土地+建物)+車位,37.67,住,1061128,106,11,土地1建物1車位1,二十二層,住宅大樓(11層含以上有電梯),1061101,106,211.48,16500000,83310,0
臺中市,東區,房地(土地+建物)+車位,36.29,住,1061128,106,11,土地1建物1車位1,二十二層,住宅大樓(11層含以上有電梯),1061101,106,205,15900000,82967,0
臺中市,東區,房地(土地+建物)+車位,29.75,住,1061128,106,11,土地1建物1車位1,二十二層,住宅大樓(11層含以上有電梯),1061101,106,172.62,12910000,81544,0
臺中市,東區,房地(土地+建物)+車位,37.21,住,1061128,106,11,土地1建物1車位2,二十二層,住宅大樓(11層含以上有電梯),1061101,106,234.09,16880000,81107,0
臺中市,東區,房地(土地+建物)+車位,30.77,住,1061128,106,11,土地1建物1車位2,二十二層,住宅大樓(11層含以上有電梯),1061101,106,202.26,14250000,80769,0
臺中市,東區,房地(土地+建物)+車位,29.75,住,1061128,106,11,土地1建物1車位1,二十二層,住宅大樓(11層含以上有電梯),1061101,106,172.62,12800000,80076,0
臺中市,東區,房地(土地+建物)+車位,37.51,住,1061128,106,11,土地1建物1車位1,二十二層,住宅大樓(11層含以上有電梯),1061101,106,210.94,15500000,78595,0
臺中市,東區,房地(土地+建物)+車位,29.75,住,1061128,106,11,土地1建物1車位1,二十二層,住宅大樓(11層含以上有電梯),1061101,106,172.62,12580000,78537,0
臺中市,東區,房地(土地+建物)+車位,38.54,住,1061128,106,11,土地1建物1車位2,二十二層,住宅大樓(11層含以上有電梯),1061101,106,240.57,16550000,77492,0
臺中市,東區,房地(土地+建物)+車位,38.54,住,1061128,106,11,土地1建物1車位2,二十二層,住宅大樓(11層含以上有電梯),1061101,106,240.57,16500000,77216,0
臺中市,東區,房地(土地+建物)+車位,36.19,住,1061128,106,11,土地1建物1車位1,二十二層,住宅大樓(11層含以上有電梯),1061101,106,204.46,14670000,77046,0
臺中市,東區,房地(土地+建物)+車位,29.75,住,1061128,106,11,土地1建物1車位1,二十二層,住宅大樓(11層含以上有電梯),1061101,106,172.62,12200000,76579,0
臺中市,東區,房地(土地+建物)+車位,29.75,住,1061128,106,11,土地1建物1車位1,二十二層,住宅大樓(11層含以上有電梯),1061101,106,172.62,12300000,76579,0
臺中市,東區,房地(土地+建物)+車位,37.21,住,1061128,106,11,土地1建物1車位2,二十二層,住宅大樓(11層含以上有電梯),1061101,106,234.09,15800000,76360,0
臺中市,東區,房地(土地+建物)+車位,36.19,住,1061128,106,11,土地1建物1車位1,二十二層,住宅大樓(11層含以上有電梯),1061101,106,204.46,14410000,75273,0
臺中市,東區,房地(土地+建物)+車位,29.75,住,1061128,106,11,土地1建物1車位1,二十二層,住宅大樓(11層含以上有電梯),1061101,106,172.62,11880000,74341,0
臺中市,東區,房地(土地+建物)+車位,29.75,住,1061128,106,11,土地1建物1車位1,二十二層,住宅大樓(11層含以上有電梯),1061101,106,172.62,11850000,74131,0
臺中市,東區,房地(土地+建物)+車位,36.19,住,1061128,106,11,土地1建物1車位1,二十二層,住宅大樓(11層含以上有電梯),1061101,106,204.46,14200000,74072,0
臺中市,東區,房地(土地+建物)+車位,36.19,住,1061128,106,11,土地1建物1車位1,二十二層,住宅大樓(11層含以上有電梯),1061101,106,204.46,14300000,74072,0
臺中市,東區,房地(土地+建物)+車位,29.75,住,1061128,106,11,土地1建物1車位1,二十二層,住宅大樓(11層含以上有電梯),1061101,106,172.62,11800000,73781,0
臺中市,東區,房地(土地+建物)+車位,29.75,住,1061128,106,11,土地1建物1車位1,二十二層,住宅大樓(11層含以上有電梯),1061101,106,172.62,11800000,73781,0
臺中市,東區,房地(土地+建物)+車位,29.75,住,1061128,106,11,土地1建物1車位1,二十二層,住宅大樓(11層含以上有電梯),1061101,106,172.62,11850000,73432,0
臺中市,東區,房地(土地+建物)+車位,29.75,住,1061128,106,11,土地1建物1車位1,二十二層,住宅大樓(11層含以上有電梯),1061101,106,172.62,11600000,72383,0
臺中市,東區,房地(土地+建物)+車位,29.75,住,1061128,106,11,土地1建物1車位1,二十二層,住宅大樓(11層含以上有電梯),1061101,106,172.62,11600000,72383,0
臺中市,東區,房地(土地+建物)+車位,29.75,住,1061128,106,11,土地1建物1車位1,二十二層,住宅大樓(11層含以上有電梯),1061101,106,172.62,11500000,71683,0
臺中市,東區,房地(土地+建物)+車位,30.77,住,1061128,106,11,土地1建物1車位2,二十二層,住宅大樓(11層含以上有電梯),1061101,106,202.26,12650000,71678,0
臺中市,沙鹿區,房地(土地+建物),88.08,住,1061128,106,11,土地4建物1車位0,三層,透天厝,1060210,106,150.98,10400000,68883,0
臺中市,太平區,房地(土地+建物),87.38,住,1061128,106,11,土地1建物1車位0,四層,透天厝,1060901,106,228.52,14800000,64765,0
